periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_ingles;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_depto_presentacion;estu_depto_reside;estu_etnia;estu_fechanacimiento;estu_genero;estu_grado;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_individual;estu_pais_reside;estu_pilopaga;estu_privado_libertad;estu_tieneetnia;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;fami_tieneserviciotv;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20152;SB11201520024647;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;344847000024;344847000024;44;44847;97246;LA GUAJIRA;FEMENINO;COMPLETA;URIBIA;OFICIAL;INSTITUCION EDUCATIVA INTERNADO INDIGENA SAN JOSE;INSTITUCION EDUCATIVA INTERNADO INDIGENA SAN JOSE;S;A-;S;44;44847;44;44847;LA GUAJIRA;LA GUAJIRA;Wayúu;28/01/1997;F;11;19.830534;URIBIA;URIBIA;COLOMBIA;NSE1;COLOMBIA;NO;N;Si;Dos;Ninguno;Ninguno;Estrato 1;0 A 10 LIBROS;Siete;No;No;No;No;No;53;244;44;44;47;53
20152;SB11201520070642;ESTUDIANTE;CR;URBANO;N;A;TÉCNICO/ACADÉMICO;144874000517;144874000517;44;44874;47563;LA GUAJIRA;MIXTO;MAÑANA;VILLANUEVA;OFICIAL;I. E. TÉCNICA PROMOCION SOCIAL;INST. EDUC. PROMOCION SOCIAL DEL S;S;A-;S;44;44874;44;44874;LA GUAJIRA;LA GUAJIRA;;02/11/1998;;11;42.118492;VILLANUEVA;VILLANUEVA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Uno;Secundaria (Bachillerato) incompleta;Educación profesional completa;Estrato 1;26 A 100 LIBROS;Tres;No;No;No;Si;No;57;274;44;57;47;62
20152;SB11201520453068;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;244279000826;244279000826;44;44098;38158;LA GUAJIRA;MIXTO;MAÑANA;DISTRACCION;OFICIAL;INSTITUCION EDUCATIVA MARGOTH MAESTRE DE ARIZA;INSTITUCION EDUCATIVA MARGOTH MAESTRE DE ARIZA;S;A-;S;44;44279;44;44098;LA GUAJIRA;LA GUAJIRA;;20/08/1998;F;11;44.108994;FONSECA;DISTRACCION;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Seis;No;No;No;Si;No;46;200;41;37;37;40
20152;SB11201520212186;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;144430000511;344430001516;44;44430;166645;LA GUAJIRA;MIXTO;NOCHE;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 4;ESC. URB. MIXTA COMUNAL MAREIGUA;N;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;15/07/1996;F;26;35.017868;MAICAO;MAICAO;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Cuatro;Educación profesional completa;Ninguno;Estrato 1;0 A 10 LIBROS;Siete;No;No;No;No;No;52;266;41;57;57;51
20152;SB11201520291052;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144874000347;144874000347;44;44874;10348;LA GUAJIRA;MIXTO;COMPLETA;VILLANUEVA;OFICIAL;INSTITUCION EDUCATIVA ROQUE DE ALBA;ROQUE DE ALBA;S;A1;S;44;44874;44;44874;LA GUAJIRA;LA GUAJIRA;;22/08/1998;F;11;48.414684;VILLANUEVA;VILLANUEVA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) completa;Postgrado;Estrato 2;0 A 10 LIBROS;Tres;No;No;Si;Si;Si;60;294;57;51;67;58
20152;SB11201520176418;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;144430000669;144430000669;44;44430;114249;LA GUAJIRA;MIXTO;MAÑANA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 2;LA INMACULADA - SEDE PRINCIPAL;S;A1;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;Wayúu;29/01/1999;F;11;53.790142;MAICAO;MAICAO;COLOMBIA;NSE3;COLOMBIA;NO;N;Si;Tres;Educación profesional completa;Educación profesional completa;Estrato 1;26 A 100 LIBROS;Cinco;No;Si;Si;Si;Si;47;246;52;50;46;53
20152;SB11201520467976;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;244430002119;244430002119;44;44430;77198;LA GUAJIRA;MIXTO;MAÑANA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 9;MANUEL ROSADO IGUARAN - SEDE PRINCIPAL;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;31/10/1998;F;11;41.900623;MAICAO;MAICAO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;Si;No;44;218;41;41;51;39
20152;SB11201520317500;ESTUDIANTE;TI;URBANO;N;A;;144430000031;144430001886;44;44430;145714;LA GUAJIRA;MIXTO;NOCHE;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO 15;ESCUELA NUEVA MAJUPAY;N;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;15/09/1997;F;26;43.784351;MAICAO;MAICAO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Primaria completa;Primaria completa;Estrato 1;26 A 100 LIBROS;Cinco;No;No;No;Si;Si;40;194;46;36;38;39
20152;SB11201520108731;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144001003404;144001003404;44;44001;114199;LA GUAJIRA;MIXTO;MAÑANA;RIOHACHA;OFICIAL;INSTITUCION EDUCATIVA DENZIL ESCOLAR;INSTITUCION EDUCATIVA DENZIL ESCOLAR;S;A1;S;44;44001;44;44001;LA GUAJIRA;LA GUAJIRA;;17/10/1997;M;11;55.768196;RIOHACHA;RIOHACHA;COLOMBIA;NSE3;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;11 A 25 LIBROS;Tres;Si;Si;Si;Si;Si;64;296;55;62;55;57
20152;SB11201520189535;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144001003404;144001003404;44;44001;114199;LA GUAJIRA;MIXTO;MAÑANA;RIOHACHA;OFICIAL;INSTITUCION EDUCATIVA DENZIL ESCOLAR;INSTITUCION EDUCATIVA DENZIL ESCOLAR;S;A-;S;44;44001;44;44001;LA GUAJIRA;LA GUAJIRA;;27/12/1998;F;11;37.345196;RIOHACHA;RIOHACHA;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;No;50;250;46;52;46;53
20152;SB11201520275656;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;144430000499;144430000499;44;44430;10306;LA GUAJIRA;MIXTO;MAÑANA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 3;I.E. NO. 3 - SEDE PRINCIPAL - SANTA CATALINA DE SIENA;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;18/08/1996;F;11;45.72443;MAICAO;MAICAO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Cinco;No;Si;Si;No;No;48;236;44;51;47;44
20152;SB11201520317482;ESTUDIANTE;CC;URBANO;N;A;;144430000031;144430001886;44;44430;145714;LA GUAJIRA;MIXTO;NOCHE;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO 15;ESCUELA NUEVA MAJUPAY;N;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;20/11/1995;F;26;44.087048;MAICAO;MAICAO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Nueve;Si;Si;No;Si;Si;37;180;46;40;26;38
20152;SB11201520115770;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;344001000404;344001000404;44;44001;10215;LA GUAJIRA;MIXTO;MAÑANA;RIOHACHA;OFICIAL;INSTITUCION EDUCATIVA DIVINA PASTORA;INSTITUCION EDUCATIVA DIVINA PASTORA;S;A-;S;44;44001;44;44001;LA GUAJIRA;LA GUAJIRA;Wayúu;25/10/1998;F;11;56.976284;RIOHACHA;RIOHACHA;COLOMBIA;NSE3;COLOMBIA;NO;N;Si;Tres;Educación profesional completa;Educación profesional completa;Estrato 1;MÁS DE 100 LIBROS;Cuatro;No;Si;Si;Si;Si;42;220;40;52;42;41
20152;SB11201520175726;ESTUDIANTE;CC;URBANO;;A;TÉCNICO/ACADÉMICO;144430004320;144430004320;44;44430;162982;LA GUAJIRA;MIXTO;SABATINA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 5;TECNICO SAN JOSE - SEDE PRINCIPAL;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;Wayúu;16/01/1997;M;26;36.898777;MAICAO;MAICAO;COLOMBIA;NSE1;COLOMBIA;NO;N;Si;Tres;Primaria completa;Educación profesional completa;Estrato 1;0 A 10 LIBROS;Siete;No;No;No;No;No;47;196;41;40;34;35
20152;SB11201520587290;ESTUDIANTE;CC;URBANO;;A;ACADÉMICO;344430004558;344430004558;44;44430;183293;LA GUAJIRA;MIXTO;SABATINA;MAICAO;NO OFICIAL;I.E. SYSTEM CENTER EDUCACION FORMAL PARA JOVENES Y ADULTOS;I.E. SYSTEM CENTER EDUCACION FORMAL PARA JOVENES Y ADULTOS - SEDE PRINCIPAL;S;A-;S;44;44001;44;44001;LA GUAJIRA;LA GUAJIRA;;18/03/1996;F;26;45.071949;RIOHACHA;RIOHACHA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Primaria completa;Técnica o tecnológica incompleta;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;Si;Si;40;186;46;30;40;36
20152;SB11201520282065;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;144430000499;144430000499;44;44430;10306;LA GUAJIRA;MIXTO;MAÑANA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 3;I.E. NO. 3 - SEDE PRINCIPAL - SANTA CATALINA DE SIENA;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;15/09/1998;F;11;41.295303;MAICAO;MAICAO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;11 A 25 LIBROS;Siete;No;No;No;No;Si;32;187;46;43;39;33
20152;SB11201520431925;ESTUDIANTE;CR;RURAL;S;A;ACADÉMICO;244560000151;244560000151;44;44560;161794;LA GUAJIRA;MIXTO;MAÑANA;MANAURE;OFICIAL;INST ETNOEDUCATIVA LAACHON MAYAPO;CENTRO EDUCATIVO RURAL LACHON MAYAPO;S;A-;S;44;44001;44;44560;LA GUAJIRA;LA GUAJIRA;Wayúu;11/08/1996;F;11;31.195696;RIOHACHA;MANAURE;COLOMBIA;NSE1;COLOMBIA;NO;N;Si;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;Nueve;No;No;No;No;No;43;222;44;46;40;49
20152;SB11201520367191;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;144430001231;144430001231;44;44430;121046;LA GUAJIRA;MIXTO;NOCHE;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 8;PERPETUO SOCORRO - SEDE PRINCIPAL;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;Wayúu;12/04/1993;M;26;41.983051;MAICAO;MAICAO;COLOMBIA;NSE2;COLOMBIA;NO;N;Si;Dos;Ninguno;Ninguno;Estrato 1;0 A 10 LIBROS;Siete;No;No;No;Si;Si;34;166;41;34;38;24
20152;SB11201520317552;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;144430000511;144430000511;44;44430;166611;LA GUAJIRA;MIXTO;SABATINA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 4;SAN JOSE CAMPESTRE - SEDE PRINCIPAL;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;04/04/1996;F;26;38.626202;MAICAO;MAICAO;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Tres;Ninguno;Ninguno;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;Si;Si;44;204;44;38;37;43
20152;SB11201520560119;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;244078000577;244078000577;44;44378;47530;LA GUAJIRA;MIXTO;MAÑANA;HATONUEVO;OFICIAL;INSTITUCI¿N EDUCATIVA NUESTRA SE¿ORA DEL CARMEN;INSTITUCIÀN EDUCATIVA NUESTRA SE¥ORA DEL CARMEN;S;A-;S;44;44279;44;44378;LA GUAJIRA;LA GUAJIRA;;31/01/1998;F;11;42.8204;FONSECA;HATONUEVO;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;Si;Si;35;203;44;46;44;36
20152;SB11201520298870;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144430001231;144430001231;44;44430;114264;LA GUAJIRA;MIXTO;TARDE;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 8;PERPETUO SOCORRO - SEDE PRINCIPAL;S;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;04/07/1998;M;11;40.372978;MAICAO;MAICAO;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;Tres;No;No;No;Si;No;58;278;46;55;70;43
20152;SB11201520433467;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144430000073;144430000073;44;44430;97253;LA GUAJIRA;MIXTO;TARDE;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 10;I.E. NO. 10 - SEDE PRINCIPAL - COL RODOLFO MORALES;S;A1;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;22/03/2000;M;11;38.980282;MAICAO;MAICAO;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;No;No;50;220;54;49;36;38
20152;SB11201520259556;ESTUDIANTE;CC;RURAL;;A;TÉCNICO/ACADÉMICO;244847001344;244847001344;44;44847;144220;LA GUAJIRA;MIXTO;MAÑANA;URIBIA;OFICIAL;INSTITUCI¿N ETNOEDUCATIVA RURAL INTERNADO DE NAZARETH;INSTITUCIÀN ETNOEDUCATIVA RURAL INTERNADO DE NAZARETH;S;A-;S;44;44847;44;44847;LA GUAJIRA;LA GUAJIRA;Wayúu;26/10/1993;F;11;38.285454;URIBIA;URIBIA;COLOMBIA;NSE1;COLOMBIA;NO;N;Si;Cinco;Primaria completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Doce o más;No;No;No;No;No;42;215;43;43;42;45
20152;SB11201520108088;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;344847000024;344847000024;44;44847;97246;LA GUAJIRA;FEMENINO;COMPLETA;URIBIA;OFICIAL;INSTITUCION EDUCATIVA INTERNADO INDIGENA SAN JOSE;INSTITUCION EDUCATIVA INTERNADO INDIGENA SAN JOSE;S;A-;S;44;44847;44;44847;LA GUAJIRA;LA GUAJIRA;Wayúu;04/04/1999;F;11;22.273949;URIBIA;URIBIA;COLOMBIA;NSE1;COLOMBIA;NO;N;Si;Uno;Ninguno;Ninguno;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;No;No;48;266;46;50;60;57
20152;SB11201520411121;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144001002106;144001002106;44;44001;114207;LA GUAJIRA;MIXTO;MAÑANA;RIOHACHA;OFICIAL;ECOLOGICA EL CARMEN;EL CARMEN;S;A1;S;44;44001;44;44001;LA GUAJIRA;LA GUAJIRA;;09/09/1999;F;11;42.182808;RIOHACHA;RIOHACHA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Uno;Primaria completa;No sabe;Estrato 1;0 A 10 LIBROS;Dos;No;No;No;Si;Si;53;273;50;59;59;49
20152;SB11201520202493;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;244650000818;244650000818;44;44650;52738;LA GUAJIRA;MIXTO;MAÑANA;SAN JUAN DEL CESAR;OFICIAL;INSTITUCIÓN EDUCATIVA RURAL ANA JOAQUINA RODRIGUEZ;COL ANA JOAQUINA RODRIGUEZ MOLINA CA¥AVERALES;S;A-;S;44;44650;44;44650;LA GUAJIRA;LA GUAJIRA;;05/09/1997;M;11;40.611774;SAN JUAN DEL CESAR;SAN JUAN DEL CESAR;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Uno;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;Dos;No;No;No;No;No;41;192;46;41;31;38
20152;SB11201520225242;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144001001941;144001001941;44;44001;60954;LA GUAJIRA;MIXTO;TARDE;RIOHACHA;OFICIAL;INSTITUCION EDUCATIVA HELION PINEDO RIOS;HELION PINEDO RIOS;S;A1;S;44;44001;44;44001;LA GUAJIRA;LA GUAJIRA;Wayúu;03/04/1998;M;26;27.981634;RIOHACHA;RIOHACHA;COLOMBIA;NSE1;COLOMBIA;NO;N;Si;Uno;Ninguno;Primaria completa;Estrato 1;0 A 10 LIBROS;Siete;No;No;No;No;No;38;199;52;41;38;38
20152;SB11201520413176;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;244430001406;144430001088;44;44430;143982;LA GUAJIRA;MIXTO;MAÑANA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 7;ESCUELA JUAN XXIII;N;A-;S;44;44430;44;44430;LA GUAJIRA;LA GUAJIRA;;20/08/1999;F;11;39.482067;MAICAO;MAICAO;COLOMBIA;NSE1;COLOMBIA;NO;N;No;Dos;Primaria incompleta;Primaria completa;Estrato 1;0 A 10 LIBROS;Cinco;No;No;No;Si;No;48;227;43;44;46;44
20152;SB11201520343274;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;244001002887;244001002887;44;44090;87619;LA GUAJIRA;MIXTO;TARDE;DIBULLA;OFICIAL;INSTITUCI¿N EDUCATIVA RURAL SAN ANTONIO DE PALOMINO;INSTITUCIÀN EDUCATIVA RURAL SAN ANTONIO DE PALOMINO;S;A-;S;44;44001;44;44090;LA GUAJIRA;LA GUAJIRA;;28/11/1997;F;11;43.236248;RIOHACHA;DIBULLA;COLOMBIA;NSE2;COLOMBIA;NO;N;No;Dos;Primaria completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;Cuatro;No;No;No;Si;Si;42;222;41;50;44;43
